item,genre,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
145,Alternative Hardcore,3yrpRZbLVLWtrPqBq3xanu,Be There,Over My Dead Body,0.334,0.963,2,1,-2.791,0.18,1.46e-05,0.0476,0.0492,0.521,158.453,61520
146,Alternative Hardcore,54MJDP3UwL3FScp3NStI8f,Jack Move,More To Pride,0.39,0.942,11,1,-4.738,0.318,0.00172,2.14e-06,0.227,0.204,107.295,69507
147,Alternative Hardcore,1V9sMfmHvVfICZssWOUcR0,Mp,Outbreak,0.357,0.99,4,1,-5.397,0.321,0.115,0.417,0.0809,0.427,147.694,36320
148,Alternative Hardcore,7dTHzi6glcGd4yRsrPYBvz,You're A Waste,Outbreak,0.343,0.994,9,0,-3.012,0.189,0.0297,1.42e-05,0.13,0.201,87.509,35109
149,Alternative Hardcore,67L7GRYQp9OtNknLe5wCiX,A.S.,Outbreak,0.404,0.963,7,1,-2.025,0.172,0.00202,0.0,0.108,0.616,92.01,48827
150,Alternative Hip Hop,3NRql0A1Ef4RCvT473iqgD,Hell N Back,Bakar,0.584,0.684,10,0,-4.314,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573
151,Alternative Hip Hop,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,0.818,0.705,6,1,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,222640
152,Alternative Hip Hop,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),Gorillaz,0.637,0.768,0,1,-6.468,0.056,0.458,0.00192,0.378,0.297,94.982,193464
153,Alternative Hip Hop,5KUNwkaNf8l5A9sXZhiCgI,Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,0.728,0.832,7,1,-6.827,0.267,0.327,0.0,0.504,0.825,95.051,172893
154,Alternative Hip Hop,73vIOb4Q7YN6HeJTbscRx5,Miss You,Oliver Tree,0.587,0.742,6,0,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007,206000
155,Alternative Hip Hop,7yMiX7n9SBvadzox8T5jzT,Clint Eastwood,Gorillaz,0.663,0.694,10,0,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,340920
156,Alternative Hip Hop,1foMv2HQwfQ2vntFf9HFeG,Rhinestone Eyes,Gorillaz,0.676,0.703,8,0,-5.815,0.0302,0.0869,0.000687,0.0463,0.852,92.761,200173
157,Alternative Hip Hop,0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,0.689,0.739,2,1,-5.81,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867
158,Alternative Hip Hop,7EQvdUJqZ2i7SWvSB2VqGA,Doomsday,MF DOOM,0.856,0.84,6,0,-7.736,0.334,0.0973,0.0,0.0773,0.792,95.416,298053
159,Alternative Hip Hop,4Hff1IjRbLGeLgFgxvHflk,DARE,Gorillaz,0.76,0.891,11,0,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000
160,Alternative Metal,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,0.413,0.881,11,0,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547
161,Alternative Metal,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,0.417,0.934,7,0,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240
162,Alternative Metal,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,3 Doors Down,0.545,0.865,11,0,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,233933
163,Alternative Metal,60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,0.556,0.864,3,0,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,216880
164,Alternative Metal,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,0.434,0.897,0,1,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726,167067
165,Alternative Metal,0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,Evanescence,0.331,0.943,4,0,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893
166,Alternative Metal,2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,0.496,0.863,9,1,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018,185587
167,Alternative Metal,6GG73Jik4jUlQCkKg9JuGO,The Middle,Jimmy Eat World,0.643,0.849,2,1,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,165853
168,Alternative Metal,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",The Offspring,0.55,0.917,0,1,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115,177827
169,Alternative Metal,51c94ac31swyDQj9B3Lzs3,Change (In the House of Flies),Deftones,0.269,0.853,7,0,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533
170,Alternative Metalcore,71jUQ6O4Q1o0eNieY6NxRq,Bullet with Your Name,Scars of Life,0.439,0.935,7,1,-6.99,0.0518,3.24e-05,0.00971,0.375,0.415,107.034,253031
171,Alternative Metalcore,2OZFAgc2STuonAiiWPFnlF,Who Knew,Bloodline,0.499,0.876,11,0,-5.861,0.0751,1.7e-05,0.000227,0.0404,0.439,92.523,246107
172,Alternative Metalcore,2YhhrWX28WFPGAIVPLzGvx,Bullet with Your Name,Scars of Life,0.507,0.978,7,1,-5.723,0.0623,0.000367,0.00523,0.302,0.404,108.074,254068
173,Alternative Metalcore,0goDenRb4QV13IEe7vZ9Gy,Misery,Rikets,0.427,0.968,8,1,-2.8,0.118,0.0404,0.000939,0.139,0.374,173.017,232562
174,Alternative Metalcore,1FnEGbhYj3fYo82OUMWi4L,Middle Of Nowhere,The Blank Theory,0.496,0.989,0,1,-4.086,0.0848,0.00353,0.0287,0.451,0.365,101.419,245400
175,Alternative Metalcore,1l4qXBehDEJcgvy83C9T3f,Feel So Stupid (Table 9),Darwin's Waiting Room,0.459,0.913,4,1,-4.929,0.213,0.0102,0.0,0.678,0.248,102.312,194507
176,Alternative Metalcore,2RXdz2rHpo8ay47YBkVRHL,Inside,Switched,0.417,0.902,5,1,-4.191,0.147,8.49e-05,0.00153,0.26,0.394,82.786,229960
177,Alternative Metalcore,29cod8mJFvJbWduoVs1Z87,The Dirty Ones,Dirty Machine,0.463,0.973,7,1,-3.86,0.298,0.000198,0.0,0.101,0.229,99.892,226370
178,Alternative Metalcore,3rvGvaS8QmJJr6rZLVqZw8,Middle Finger Up,Blue Felix,0.376,0.993,9,1,-4.292,0.2,0.00255,0.0,0.22,0.423,114.202,145737
179,Alternative Metalcore,4UC8oSIydhHfDQURFBJx6o,Check Ya,From Zero,0.547,0.982,1,1,-3.405,0.101,0.000138,2.07e-05,0.177,0.466,118.706,201400
180,Alternative Pop,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,0.492,0.81,7,1,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840
181,Alternative Pop,07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,THE ANXIETY,0.773,0.47,2,1,-7.93,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680
182,Alternative Pop,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,0.695,0.54,4,1,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,168602
183,Alternative Pop,4ZwgD4frTwoDdOUsjyoqAJ,Dancing In The Courthouse,Dominic Fike,0.621,0.741,2,1,-4.479,0.0611,0.187,0.0,0.227,0.691,76.464,157563
184,Alternative Pop,6IbnUaczZBT34DhaD6S18F,Bubblegum Bitch,MARINA,0.495,0.856,0,0,-5.123,0.0311,0.000219,0.0,0.103,0.609,158.024,154667
185,Alternative Pop,1xLs8Mu1QEVbGCpyHQ2r2U,Why,Dominic Fike,0.684,0.856,6,1,-2.676,0.0411,0.342,0.00728,0.109,0.343,117.027,139907
186,Alternative Pop,4sNwdacKyi2S26WrRtNama,Oh No!,MARINA,0.77,0.896,0,1,-3.971,0.039,0.0539,0.0,0.243,0.964,126.999,182587
187,Alternative Pop,4sOX1nhpKwFWPvoMMExi3q,Primadonna,MARINA,0.66,0.689,4,0,-2.671,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075
188,Alternative Pop,6lKRMylSZMtA7EqPl0pcdI,Are You Satisfied?,MARINA,0.669,0.712,0,1,-4.992,0.0412,0.303,0.0,0.0755,0.843,124.009,198960
189,Alternative Pop,4lY95OMGb9WxP6IYut64ir,Shake It Out,Florence + The Machine,0.527,0.804,10,1,-4.168,0.0358,0.0104,0.0,0.105,0.221,107.486,277720
190,Alternative Pop Rock,4ZwgD4frTwoDdOUsjyoqAJ,Dancing In The Courthouse,Dominic Fike,0.621,0.741,2,1,-4.479,0.0611,0.187,0.0,0.227,0.691,76.464,157563
191,Alternative Pop Rock,1xLs8Mu1QEVbGCpyHQ2r2U,Why,Dominic Fike,0.684,0.856,6,1,-2.676,0.0411,0.342,0.00728,0.109,0.343,117.027,139907
192,Alternative Pop Rock,5MSshyHGM9ajWSEoBcR0jv,Wurli,Dominic Fike,0.482,0.837,11,1,-3.696,0.0639,0.385,0.0216,0.132,0.0787,91.968,150620
193,Alternative Pop Rock,0IajnzlicUA89rZSkqfLPS,She Wants My Money,Dominic Fike,0.704,0.478,9,1,-6.562,0.047,0.771,0.000516,0.0875,0.42,128.789,133560
194,Alternative Pop Rock,7rNun2AyLu4u4rQpRt0iS9,Westcoast Collective,Dominic Fike,0.682,0.571,1,0,-7.169,0.0271,0.542,0.00757,0.339,0.539,91.97,107280
195,Alternative Pop Rock,7JIIY2oDPFkURYMCLJuzhe,Elliot's Song - From Euphoria An HBO Original Series,Dominic Fike,0.394,0.327,4,1,-14.291,0.114,0.849,0.0,0.125,0.411,93.358,150320
196,Alternative Pop Rock,0SRPuTnr5QOKRoIxMvvlgK,Vampire,Dominic Fike,0.787,0.735,0,0,-4.808,0.0857,0.331,4.09e-05,0.113,0.698,97.957,186050
197,Alternative Pop Rock,7iSNEgSJYlc42H73xePMLh,Rollerblades,Dominic Fike,0.566,0.448,4,0,-8.739,0.0799,0.54,7.22e-05,0.0956,0.199,110.802,134067
198,Alternative Pop Rock,0ZImVxesVZIydOnwTMSWOK,Welcome to the DCC,Nothing But Thieves,0.649,0.74,9,0,-4.759,0.0617,0.02,0.0505,0.104,0.203,120.962,198799
199,Alternative Pop Rock,3Wgs96Z4TdCpnqFj2CxpsI,Come Here,Dominic Fike,0.497,0.789,6,1,-0.947,0.0809,0.0021,0.000528,0.28,0.459,81.154,77621
200,Alternative R&b,15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,0.728,0.607,1,0,-8.417,0.132,0.133,0.0,0.0864,0.445,129.938,176702
201,Alternative R&b,3M0lSi5WW79CXQamgSBIjx,Swim,Chase Atlantic,0.666,0.542,8,1,-6.429,0.0392,0.27,0.0,0.0765,0.0771,120.134,228787
202,Alternative R&b,2jQiSYrwJehQAcuaaQrXnS,Friends,Chase Atlantic,0.422,0.609,11,0,-6.361,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,230011
203,Alternative R&b,73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),Doechii,0.74,0.758,1,0,-5.851,0.0921,0.061,1.44e-06,0.0967,0.757,171.925,189825
204,Alternative R&b,4MbzauKV2ydtZZjLsPcuTF,Spread Thin,Mariah the Scientist,0.621,0.411,6,0,-8.261,0.0333,0.0553,0.0,0.0816,0.357,110.113,202520
205,Alternative R&b,4rCuwgRRKaIiHlHDc8Bga6,We Might Even Be Falling In Love (Interlude),Victoria Monét,0.768,0.506,6,1,-8.913,0.165,0.415,0.0376,0.133,0.862,77.1,51914
206,Alternative R&b,0X2bh8NVQ8svDQIn2AdCbW,Consume (feat. Goon Des Garcons),Chase Atlantic,0.556,0.714,9,0,-5.322,0.158,0.07,0.0,0.261,0.434,146.113,267920
207,Alternative R&b,4HwDCXsMBC7SUdp2WT4MZP,Into It,Chase Atlantic,0.518,0.572,10,0,-6.706,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,196767
208,Alternative R&b,0wOtc2nY3NOohp4xSwOyTN,We Might Even Be Falling In Love (Duet) - Spotify Singles,Victoria Monét,0.731,0.423,6,1,-10.147,0.0784,0.473,0.000413,0.129,0.78,76.964,90111
209,Alternative R&b,0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),Ms. Lauryn Hill,0.535,0.505,2,0,-8.926,0.245,0.0393,0.0,0.0923,0.495,99.935,320267
210,Alternative Rock,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,0.612,0.807,10,1,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400
211,Alternative Rock,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,0.413,0.881,11,0,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547
212,Alternative Rock,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,0.352,0.911,1,1,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973
213,Alternative Rock,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,0.588,0.521,10,1,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,260173
214,Alternative Rock,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,0.636,0.676,2,1,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760
215,Alternative Rock,70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,0.515,0.43,7,1,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640
216,Alternative Rock,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,The Neighbourhood,0.551,0.881,7,0,-6.099,0.0542,0.186,0.0791,0.152,0.387,88.036,153000
217,Alternative Rock,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,0.743,0.446,4,0,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
218,Alternative Rock,2K7xn816oNHJZ0aVqdQsha,Softcore,The Neighbourhood,0.575,0.568,9,0,-5.509,0.03,0.0484,0.000417,0.286,0.37,93.986,206280
219,Alternative Rock,2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,0.611,0.797,6,0,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107
220,Baroque,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,0.492,0.81,7,1,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840
221,Baroque,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),fun.,0.378,0.638,10,1,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627
222,Baroque,1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.545,10,0,-13.123,0.0546,0.719,0.00308,0.0604,0.194,108.376,298933
223,Baroque,6t6oULCRS6hnI7rm0h5gwl,Some Nights,fun.,0.672,0.738,0,1,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040
224,Baroque,5Qnrgqy1pAm9GyNQOgyVFz,Fourth of July,Sufjan Stevens,0.435,0.104,6,0,-22.39,0.0445,0.973,0.33,0.119,0.162,120.484,279316
225,Baroque,3AydAydLzyyZutA0375XIz,A-Punk,Vampire Weekend,0.551,0.819,2,1,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760
226,Baroque,61dYvvfIRtIDFuqZypPAta,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,0.257,0.109,7,1,-21.356,0.0597,0.9,0.867,0.0762,0.307,75.02,151480
227,Baroque,2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice,The Beach Boys,0.392,0.629,5,1,-7.056,0.0335,0.718,3.76e-06,0.129,0.72,124.511,153205
228,Baroque,4dyx5SzxPPaD8xQIid5Wjj,Young Folks,Peter Bjorn and John,0.699,0.812,0,1,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693
229,Baroque,5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations - Remastered 2001,The Beach Boys,0.396,0.473,10,0,-7.67,0.0345,0.326,0.000124,0.109,0.385,133.449,219027
230,Bebop,1YQWosTIljIvxAgHWTp7KP,Take Five,The Dave Brubeck Quartet,0.454,0.26,8,0,-13.193,0.0401,0.539,0.00078,0.0675,0.598,174.322,324133
231,Bebop,4qGfJb2KByjvzrwo8HNibg,The Girl From Ipanema - Single Version,Stan Getz,0.696,0.17,5,0,-16.603,0.0385,0.943,0.00154,0.106,0.523,130.967,167533
232,Bebop,0uPkCpuoERqrkBL06Art50,My One And Only Love,John Coltrane,0.474,0.0676,9,0,-16.101,0.0363,0.963,0.00291,0.14,0.248,115.713,295240
233,Bebop,4ol2UyMTiklHVujAWg02nE,I Got It Bad And That Ain't Good,Oscar Peterson Trio,0.488,0.0527,5,1,-27.331,0.0478,0.971,0.911,0.0882,0.193,49.689,306227
234,Bebop,78ntGe4xyecZHg9exQWwK6,Blue And Sentimental,Oscar Peterson,0.551,0.114,3,0,-24.78,0.0451,0.977,0.874,0.141,0.124,70.141,146093
235,Bebop,3898C4AbdbptwYet6547e5,The Girl From Ipanema,Stan Getz,0.664,0.194,5,0,-15.487,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,321827
236,Bebop,1CgkKs5fgX1BiYyYZ6ZzZE,The Last Time I Saw Paris,Johnny Hodges,0.548,0.00931,0,1,-21.426,0.0573,0.986,0.0609,0.106,0.521,82.127,174960
237,Bebop,7p6ZeiNtEHJKmc4YWBZELG,Georgia On My Mind,Oscar Peterson Trio,0.431,0.113,8,1,-24.017,0.049,0.976,0.903,0.107,0.127,98.99,223973
238,Bebop,6oSm3mBWFxJHEnjE2IqhmA,There Will Never Be Another You,Lester Young,0.588,0.0387,0,0,-17.944,0.06,0.978,0.823,0.116,0.342,83.4,205667
239,Bebop,7znjbX9XdoQayIrVNdd50Z,The Girl From Ipanema,Stan Getz,0.653,0.149,10,0,-17.866,0.0392,0.867,0.000983,0.0986,0.481,130.359,320253
240,Black Metal,3iubkenxO8JUJNp7phyVlb,My Meds Aren't Working,Dystopia,0.288,0.792,10,1,-6.818,0.0486,0.000435,0.587,0.209,0.16,137.077,241625
241,Black Metal,6WuqJLVZcyJklg7lIozAO8,Nymphetamine Fix,Cradle Of Filth,0.462,0.905,0,0,-3.825,0.0438,0.00066,0.0402,0.0839,0.253,122.925,302360
242,Black Metal,4AP3a7eEOlz5sTJiWnv2C6,Freezing Moon,Mayhem,0.168,0.974,4,1,-9.116,0.112,3.05e-05,0.641,0.0752,0.0943,93.424,383053
243,Black Metal,0GoyU0X4nwqUigVwBPSDen,Chainsaw Gutsfuck,Mayhem,0.249,0.828,3,0,-10.821,0.0685,3.04e-06,0.951,0.112,0.279,120.23,212760
244,Black Metal,5v3TSHYm8BzbON2u6QBEG7,Dunkelheit,Burzum,0.295,0.545,4,0,-9.214,0.0442,1.5e-06,0.891,0.585,0.438,54.669,425067
245,Black Metal,4pkvvSesPGNFizeT1bkXSp,Backstabber,Dystopia,0.29,0.959,4,1,-3.887,0.139,0.00101,0.112,0.0794,0.345,152.702,132773
246,Black Metal,0bKs1y9PTFBddM9qj0JGvb,Puritania,Dimmu Borgir,0.303,0.969,8,1,-2.466,0.162,9.03e-05,0.844,0.417,0.163,109.384,186488
247,Black Metal,2Q73wKbwLLcGS404gkTfjH,Ov Fire And The Void,Behemoth,0.465,0.978,1,1,-4.34,0.084,2.98e-05,0.646,0.0268,0.13,129.994,267320
248,Black Metal,5wWRdIjndDOh1j4OXAPpdD,Deathcrush,Mayhem,0.219,0.908,7,1,-8.505,0.1,1.92e-06,0.933,0.319,0.208,121.476,212987
249,Black Metal,4JynkH6Oa9cJ0zUTzYA2UP,Blow Your Trumpets Gabriel,Behemoth,0.173,0.938,6,1,-4.642,0.0807,0.000216,0.00244,0.271,0.176,118.064,265440
250,Blues,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,0.743,0.446,4,0,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
251,Blues,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,0.636,0.676,2,1,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760
252,Blues,3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),Santana,0.777,0.601,2,1,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973
253,Blues,3Pzh926pXggbMe2ZpXyMV7,Ain't No Rest for the Wicked,Cage The Elephant,0.636,0.849,0,1,-7.075,0.106,0.0438,0.0,0.372,0.917,156.036,175493
254,Blues,1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,0.653,0.519,2,1,-10.164,0.0497,0.406,0.0209,0.101,0.822,98.883,153693
255,Blues,4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,0.44,0.778,1,0,-1.786,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,229347
256,Blues,3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,Otis Redding,0.769,0.367,2,1,-11.226,0.0312,0.684,1.62e-05,0.081,0.535,103.621,163756
257,Blues,0QULNNd9z5s35entfiiXoa,Drunk (And I Don't Wanna Go Home),Elle King,0.612,0.884,5,1,-4.4,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626
258,Blues,1hHGUdFaiJHw9hVZGJWYO2,Midnight Rider,Allman Brothers Band,0.585,0.532,7,1,-9.673,0.0268,0.209,0.00797,0.227,0.68,94.461,180067
259,Blues,6DE1vkPkMn2I77360IBb8t,Lucky,Elle King,0.537,0.851,4,1,-4.591,0.0443,0.0329,0.00105,0.131,0.155,129.022,194427
260,Blues-rock,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,0.743,0.446,4,0,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
261,Blues-rock,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,0.636,0.676,2,1,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760
262,Blues-rock,3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),Santana,0.777,0.601,2,1,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973
263,Blues-rock,3Pzh926pXggbMe2ZpXyMV7,Ain't No Rest for the Wicked,Cage The Elephant,0.636,0.849,0,1,-7.075,0.106,0.0438,0.0,0.372,0.917,156.036,175493
264,Blues-rock,1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,0.653,0.519,2,1,-10.164,0.0497,0.406,0.0209,0.101,0.822,98.883,153693
265,Blues-rock,4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,0.44,0.778,1,0,-1.786,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,229347
266,Blues-rock,1hHGUdFaiJHw9hVZGJWYO2,Midnight Rider,Allman Brothers Band,0.585,0.532,7,1,-9.673,0.0268,0.209,0.00797,0.227,0.68,94.461,180067
267,Blues-rock,0QULNNd9z5s35entfiiXoa,Drunk (And I Don't Wanna Go Home),Elle King,0.612,0.884,5,1,-4.4,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626
268,Blues-rock,43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,0.445,0.706,8,1,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823,266720
269,Blues-rock,1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,ZZ Top,0.601,0.859,5,1,-5.263,0.0276,0.000359,0.00124,0.0871,0.446,125.145,258027
270,Bossa Nova,3QKJELWORZZ7rUZDWeMWSA,Água de Beber,Astrud Gilberto,0.653,0.319,4,0,-17.813,0.0364,0.439,0.0,0.0906,0.845,147.858,138013
271,Bossa Nova,6eNHrgrgbMFQpQ5qFEPL6h,Mas Que Nada - 2011 Rio Version,Sérgio Mendes,0.517,0.647,5,0,-8.076,0.0404,0.694,0.000112,0.21,0.95,94.734,164200
272,Bossa Nova,15ouqiBsgL12olEwP3COsH,Águas De Março,Elis Regina,0.654,0.393,3,1,-13.392,0.129,0.865,2.97e-06,0.123,0.533,143.801,214366
273,Bossa Nova,4qGfJb2KByjvzrwo8HNibg,The Girl From Ipanema - Single Version,Stan Getz,0.696,0.17,5,0,-16.603,0.0385,0.943,0.00154,0.106,0.523,130.967,167533
274,Bossa Nova,5u8bqfaYSh0qVTsgslPknf,Never Gonna Let You Go,Sérgio Mendes,0.639,0.403,7,1,-12.401,0.0349,0.567,0.0,0.67,0.324,132.56,255600
275,Bossa Nova,3898C4AbdbptwYet6547e5,The Girl From Ipanema,Stan Getz,0.664,0.194,5,0,-15.487,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,321827
276,Bossa Nova,7znjbX9XdoQayIrVNdd50Z,The Girl From Ipanema,Stan Getz,0.653,0.149,10,0,-17.866,0.0392,0.867,0.000983,0.0986,0.481,130.359,320253
277,Bossa Nova,7ilc2TB1RZXbQJyFs5qCiC,Fly Me To The Moon,Astrud Gilberto,0.595,0.306,7,1,-14.404,0.0345,0.883,0.000386,0.0733,0.464,133.63,142533
278,Bossa Nova,5N6pQ2vYtd3Rb9w7LC8PZ9,The Girl From Ipanema,Antônio Carlos Jobim,0.541,0.321,5,1,-14.418,0.0329,0.714,0.00345,0.101,0.549,133.531,200360
279,Bossa Nova,4uC7IrfS1oQuRCVzqj1EJV,The Girl From Ipanema,Astrud Gilberto,0.579,0.0858,2,1,-21.308,0.0401,0.898,6.58e-05,0.689,0.341,119.199,395667
280,Brazilian Gospel,6QxsjH62S4qM11NZyTq9If,Eu Creio (Believe For It),Gabriela Rocha,0.323,0.723,8,1,-5.42,0.0397,0.0611,1.89e-06,0.0955,0.206,157.949,383184
281,Brazilian Gospel,3aZxvlCnphgreo7SoLnyx1,Meu Jesus - Ao Vivo,Gabriela Rocha,0.387,0.67,5,1,-7.339,0.0441,0.273,0.0,0.176,0.116,130.108,520936
282,Brazilian Gospel,6dU5CiHh7t4Zh4LJPbGvfq,Essência da Adoração,Gabriela Rocha,0.393,0.654,9,1,-5.713,0.0356,0.0323,0.0,0.132,0.12,135.786,473955
283,Brazilian Gospel,5im1SHo5rZbIwczRC08lcJ,És o Amor - Ao Vivo,Gabriela Rocha,0.29,0.758,8,1,-4.861,0.0489,0.382,6.12e-06,0.955,0.153,136.072,403539
284,Brazilian Gospel,6kGdY9EokDhINnshkhaj7j,"Espírito, Enche A Minha Vida / Ao Único",Gabriela Rocha,0.355,0.553,0,1,-5.434,0.0334,0.423,2.37e-06,0.662,0.195,99.656,276965
285,Brazilian Gospel,7IZbOfVZ1YOk7rsLkT1RB0,Meu Respirar / Meu Prazer - Ao Vivo,Gabriela Rocha,0.262,0.597,6,1,-6.612,0.0377,0.658,0.0,0.404,0.178,126.944,323308
286,Brazilian Gospel,7lFxQWAJB7XfMRBv0pCDpM,Lugar Secreto,Gabriela Rocha,0.301,0.613,9,0,-8.119,0.0373,0.146,0.00134,0.0811,0.148,137.404,422333
287,Brazilian Gospel,25rvuS4JVv530h8rO2JKXI,Os Sonhos de Deus,Gabriela Rocha,0.37,0.402,7,1,-6.136,0.0335,0.75,0.0,0.204,0.259,128.997,267078
288,Brazilian Gospel,61hl5rfGzoHAl2KovhDRMa,Uma Hora é Pouco - Ao Vivo,Gabriela Rocha,0.43,0.735,5,1,-6.005,0.053,0.337,0.0,0.361,0.2,123.838,621080
