item,genre,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1458,Hardcore,4OSbctVD37ycS0H3rwRm72,Prayer Of The Refugee,Rise Against,0.2,0.977,3,0,-3.494,0.159,0.00165,1.1e-05,0.259,0.39,195.711,199387
1459,Hardcore,3GKL13lkM5nRc4zC1lIOrR,Still Not a Player (feat. Joe) - Radio Version,Big Pun,0.9,0.619,4,0,-6.518,0.312,0.203,0.00156,0.0647,0.864,94.121,236800
1460,Hardcore Breaks,3ivQf9vDS7WrTEo4diyydB,New Dawn - Westend Remix,UFO Project,0.763,0.746,9,1,-8.172,0.0653,0.0107,0.527,0.0439,0.635,125.053,180000
1461,Hardcore Breaks,0dkSCNMqU5I69txu8lcSO5,New Dawn - Hidden Face Remix,UFO Project,0.677,0.63,8,1,-10.74,0.0595,0.0328,0.3,0.116,0.104,117.981,219661
1462,Hardcore Breaks,2P79o8njc5X9NbgiGbRwpx,Sweet Harmony,Liquid,0.586,0.957,9,0,-4.519,0.0422,0.0578,0.87,0.0595,0.475,135.073,262027
1463,Hardcore Breaks,6FhsHPJdTXdQqheU4YYklN,Punch the Gas,Brisk,0.571,0.993,6,0,-1.388,0.221,0.00265,0.3,0.0903,0.486,174.994,234250
1464,Hardcore Breaks,3czsBXM7bzuBg9WcbzFhP7,History Maker,Brisk,0.459,0.997,7,1,-1.462,0.269,0.000687,0.0282,0.233,0.202,175.039,199641
1465,Hardcore Breaks,0WRfCxwrL7MKCNKNa8KGAQ,Lonely,D'Cruze,0.5,0.624,1,1,-11.017,0.24,0.00096,0.506,0.0784,0.336,159.743,314723
1466,Hardcore Breaks,7gX6Y2jhsrVqu9qIrxpPof,On a Ragga Tip '97 - Original Mix,SL2,0.544,0.944,9,1,-7.752,0.0697,0.0129,0.0825,0.139,0.749,139.963,309427
1467,Hardcore Breaks,4BBQFns2zAlQHdIvEpVG2p,DJs Take Control,SL2,0.539,0.951,1,1,-8.799,0.082,0.00314,0.879,0.0493,0.704,126.992,305613
1468,Hardcore Breaks,2Bh3GpDX493m8gb9xvOkLa,Searchin' For My Rizla,RatPack,0.444,0.952,7,1,-5.858,0.0706,0.00562,0.0409,0.137,0.595,133.985,318507
1469,Hardcore Breaks,0p3R7sblGEUN0AC0yb5LYx,The Slammer,Krome and Time,0.645,0.992,7,1,-4.88,0.0499,0.00363,0.644,0.129,0.585,153.784,370827
1470,Hardcore Hip Hop,7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,0.901,0.697,9,1,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,229827
1471,Hardcore Hip Hop,2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,The Notorious B.I.G.,0.78,0.575,9,0,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,252747
1472,Hardcore Hip Hop,119c93MHjrDLJTApCVGpvx,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,0.479,0.549,11,0,-10.551,0.373,0.57,0.0235,0.127,0.576,180.985,252187
1473,Hardcore Hip Hop,7nYvUtkQMx1v80S2FH2s9J,Regulate,Warren G,0.849,0.521,11,0,-12.999,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867
1474,Hardcore Hip Hop,5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,The Notorious B.I.G.,0.889,0.818,9,1,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,302760
1475,Hardcore Hip Hop,4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,0.845,0.884,6,0,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400
1476,Hardcore Hip Hop,33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",Mobb Deep,0.763,0.786,10,0,-6.472,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507
1477,Hardcore Hip Hop,3GKL13lkM5nRc4zC1lIOrR,Still Not a Player (feat. Joe) - Radio Version,Big Pun,0.9,0.619,4,0,-6.518,0.312,0.203,0.00156,0.0647,0.864,94.121,236800
1478,Hardcore Hip Hop,7qHAjAL7CpadaZLamuBZRm,Thuggish Ruggish Bone,Bone Thugs-N-Harmony,0.683,0.74,11,0,-6.041,0.0462,0.00228,0.0,0.238,0.65,129.515,281773
1479,Hardcore Hip Hop,1BKT2I9x4RGKaKqW4up34s,Ruff Ryders' Anthem,DMX,0.88,0.577,10,0,-8.093,0.302,0.0564,1.02e-06,0.201,0.74,90.991,214440
1480,Hardcore Punk,1vcxF91pWs9uNwDROuiCPB,Savior,Rise Against,0.554,0.932,5,0,-3.424,0.0485,0.00154,0.000142,0.425,0.478,112.49,242280
1481,Hardcore Punk,4OSbctVD37ycS0H3rwRm72,Prayer Of The Refugee,Rise Against,0.2,0.977,3,0,-3.494,0.159,0.00165,1.1e-05,0.259,0.39,195.711,199387
1482,Hardcore Punk,3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,0.339,0.931,5,0,-3.425,0.062,0.0015,0.000142,0.425,0.467,112.548,242280
1483,Hardcore Punk,0bGImSqDB2ebdeoCidUC8o,BLACKOUT,Turnstile,0.301,0.807,6,1,-6.258,0.0695,0.000881,0.112,0.0849,0.595,84.051,173280
1484,Hardcore Punk,2DBlfjL5chsdeULzhTp5K8,Waiting Room,Fugazi,0.618,0.716,6,0,-8.224,0.0367,0.00473,0.822,0.179,0.545,92.174,173267
1485,Hardcore Punk,6c1Bdvp208X0jbLmFnWbkC,Re-Education (Through Labor),Rise Against,0.243,0.947,11,1,-3.388,0.102,0.000417,3.41e-05,0.133,0.338,147.586,222453
1486,Hardcore Punk,5sG3G54H21hNfd5etlheoe,Satellite,Rise Against,0.387,0.94,5,0,-4.16,0.0528,0.00369,0.0,0.0759,0.444,134.876,238573
1487,Hardcore Punk,5iXnD2VizcAbErpkcuNQ6I,MYSTERY,Turnstile,0.403,0.892,0,1,-6.244,0.0913,0.00374,0.0113,0.882,0.185,163.991,155200
1488,Hardcore Punk,6TTBhxnb9NYT7cz6aLOkBy,Give It All,Rise Against,0.582,0.942,2,1,-3.098,0.0637,0.000371,0.004,0.078,0.357,103.057,170893
1489,Hardcore Punk,3Effll2C7OnP2isgbVPJje,The Good Left Undone,Rise Against,0.179,0.979,1,0,-3.803,0.145,0.000212,1.72e-06,0.131,0.524,197.022,181453
1490,Hardcore Techno,4ZtqsOdBbS6GoedzzRGSo9,Breathe,The Prodigy,0.673,0.808,9,1,-6.183,0.0491,0.0121,0.878,0.037,0.303,130.041,336280
1491,Hardcore Techno,1auX4gkGe7hbrOH0BXdpV4,Firestarter,The Prodigy,0.545,0.948,11,1,-5.098,0.0779,0.00335,0.364,0.226,0.355,141.507,279800
1492,Hardcore Techno,2iwGE4y7yF8qzKc5WZ2Z8R,Smack My Bitch Up,The Prodigy,0.604,0.995,10,0,-3.641,0.164,0.00306,0.626,0.109,0.262,136.216,343387
1493,Hardcore Techno,2d9EgBM9F09IkEG8t9T6L8,DLMD,Darren Styles,0.487,0.99,0,1,-2.282,0.094,0.000595,0.843,0.331,0.161,160.046,160212
1494,Hardcore Techno,144adL7pGHEWRwute2wxzZ,Omen,The Prodigy,0.545,0.953,7,1,-5.172,0.0441,0.000941,0.117,0.281,0.558,140.002,216027
1495,Hardcore Techno,0L0DM33NAe6PjQ1BB4cEjJ,Us Against The World,Darren Styles,0.531,0.896,1,0,-3.297,0.107,0.0316,0.00723,0.0297,0.34,169.955,271059
1496,Hardcore Techno,1j6lrR4BzRGKwvAPfrIcbf,Invaders Must Die,The Prodigy,0.606,0.9,6,1,-5.168,0.0547,0.000508,0.901,0.112,0.115,140.035,295027
1497,Hardcore Techno,4EzZPB8OujNAeND6C2SduJ,I'm Gonna Get You - Original Flavour Mix,Bizarre Inc,0.742,0.734,1,1,-11.393,0.04,0.0153,0.728,0.0493,0.723,126.988,319493
1498,Hardcore Techno,6cYJBIE9FC1QAoPw5EhdLA,Out of Space,The Prodigy,0.652,0.944,9,1,-4.804,0.0515,0.00225,0.276,0.103,0.454,147.078,302107
1499,Hardcore Techno,4tV6ku4jEYw9L5gZuNpCbP,DYSYLM,Gammer,0.532,0.878,7,0,-3.933,0.215,0.0102,0.201,0.169,0.385,169.962,176052
1500,Harmonica Blues,2HUZVffVPXvqnrml0gXggp,Smokestack Lightnin',Howlin' Wolf,0.661,0.342,9,0,-16.361,0.043,0.844,0.000128,0.26,0.588,146.118,188400
1501,Harmonica Blues,3E0VKSvZp76kvBU2WwwBul,Leaving Trunk,Taj Mahal,0.542,0.502,3,0,-10.607,0.0515,0.195,0.00812,0.174,0.948,174.11,289560
1502,Harmonica Blues,1NoIZ1658UHpicKQ9rcWYh,Corinna - From The Natch'l Blues,Taj Mahal,0.623,0.286,9,1,-13.288,0.0991,0.486,4.44e-05,0.0884,0.734,79.106,182507
1503,Harmonica Blues,4uIHPormmUH31qyjP7CU4d,Statesboro Blues,Taj Mahal,0.673,0.481,9,1,-9.88,0.0488,0.0764,4e-05,0.127,0.767,117.087,178973
1504,Harmonica Blues,4KMXlzvtC8xjLseDqDjpeU,My Babe,Little Walter,0.676,0.334,5,1,-10.572,0.0508,0.862,0.0,0.32,0.867,158.0,162040
1505,Harmonica Blues,7j02rdE5RVtNcNMuLGY5SS,Spoonful,Howlin' Wolf,0.821,0.376,0,1,-13.622,0.0487,0.669,1.39e-05,0.106,0.824,119.039,170000
1506,Harmonica Blues,63vUX4fixN873tbuAfUbaH,Lovin' in My Baby's Eyes,Taj Mahal,0.599,0.546,10,1,-8.866,0.0328,0.766,1.91e-06,0.104,0.493,85.321,160360
1507,Harmonica Blues,5bC6ONDsL88snGN6QasjZH,Help Me,Sonny Boy Williamson II,0.745,0.436,5,0,-9.617,0.043,0.597,0.0213,0.61,0.771,114.216,188200
1508,Harmonica Blues,5Oc0vLGWdEWeCqIU8zyELt,Hound Dog,Big Mama Thornton,0.563,0.542,9,1,-10.862,0.0962,0.706,3.59e-05,0.355,0.785,133.285,181000
1509,Harmonica Blues,6kqXaZrIDOmA177KL9LHHf,Queen Bee,Taj Mahal,0.635,0.454,0,0,-9.457,0.0393,0.417,4.02e-05,0.0816,0.531,79.097,280080
1510,Heavy Alternative,3EUgIo0hCVm4Ccb07LTGaS,Broadway Girls,No Resolve,0.529,0.971,0,0,-3.496,0.0621,0.000856,0.0,0.168,0.75,75.015,184000
1511,Heavy Alternative,26z4oOp5lXVOCV0EAQy55h,Counting Stars,No Resolve,0.512,0.954,6,0,-2.264,0.0777,0.00052,0.0,0.322,0.537,118.994,232185
1512,Heavy Alternative,0OV0avLlyYvFccKNM85pdj,Surface Pressure,No Resolve,0.537,0.942,4,0,-2.856,0.125,0.00622,0.0,0.076,0.645,90.0,212834
1513,Heavy Alternative,4nNBsw8SARSMRnXPRHe8sC,STAY,No Resolve,0.343,0.948,1,1,-3.489,0.0895,0.00021,3.82e-06,0.1,0.596,170.003,152471
1514,Heavy Alternative,2iB9hwmK8z1GSbVLxo7p2g,How Far I'll Go,No Resolve,0.233,0.968,2,1,-3.126,0.106,0.000676,0.0,0.318,0.459,91.049,174666
1515,Heavy Alternative,6PQ4S4l46rTA6w6uH2BJbO,Set Fire to the Rain,No Resolve,0.525,0.913,0,0,-3.667,0.0458,0.000344,0.0,0.334,0.494,107.991,243681
1516,Heavy Alternative,6dXGX9anJ2NT5L2F8fQvcr,Danger Zone,No Resolve,0.428,0.984,3,0,-3.409,0.105,2.8e-05,4.52e-06,0.0922,0.578,156.615,198950
1517,Heavy Alternative,6tHDtYkt3PyR9pSffKRVYz,UNSTOPPABLE,No Resolve,0.349,0.94,8,1,-3.551,0.0745,0.000839,0.0,0.0899,0.441,174.027,238621
1518,Heavy Alternative,1QVmq2LszpAhPGwj4YGS1f,Worth the Fight,No Resolve,0.469,0.896,1,1,-4.232,0.059,0.000662,0.0,0.256,0.557,138.056,222133
1519,Heavy Alternative,6Km5c8wE03PZi1Y98twrKR,Hallelujah,No Resolve,0.252,0.795,2,1,-4.033,0.0441,0.0704,0.0,0.109,0.274,97.059,156340
1520,Hip Hop,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator",0.558,0.559,6,1,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387
1521,Hip Hop,7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Drake,0.817,0.44,10,0,-8.482,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113
1522,Hip Hop,68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,0.69,0.521,10,0,-8.492,0.339,0.324,0.0,0.0534,0.494,100.028,292799
1523,Hip Hop,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Drake,0.561,0.52,11,0,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
1524,Hip Hop,5BmB3OaQyYXCqRyN8iR2Yi,SLUT ME OUT,NLE Choppa,0.938,0.606,6,0,-6.396,0.419,0.117,0.0,0.528,0.706,121.108,123673
1525,Hip Hop,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),Drake,0.529,0.673,0,1,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365
1526,Hip Hop,2HbKqm4o0w5wEeEFXm2sD4,Money Trees,Kendrick Lamar,0.716,0.531,7,1,-7.355,0.122,0.0703,0.0,0.224,0.344,71.994,386907
1527,Hip Hop,6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,21 Savage,0.847,0.733,10,0,-6.439,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591
1528,Hip Hop,1SRw5p2lVAi7RGlHEmZg66,Favorite Song,Toosii,0.816,0.367,2,1,-9.354,0.0588,0.314,0.0,0.0987,0.413,116.035,208630
1529,Hip Hop,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future,0.463,0.642,1,1,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,189893
1530,Hip Pop,0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,0.838,0.525,10,1,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256
1531,Hip Pop,4ZYAU4A2YBtlNdqOUtc7T2,Red Ruby Da Sleeze,Nicki Minaj,0.696,0.733,1,1,-6.181,0.256,0.115,0.0,0.111,0.292,98.355,214445
1532,Hip Pop,3hlksXnvbKogFdPbpO9vel,Super Bass,Nicki Minaj,0.723,0.86,11,1,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013
1533,Hip Pop,1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,0.747,0.716,11,0,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,210627
1534,Hip Pop,1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,0.743,0.675,8,0,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400
1535,Hip Pop,0W4NhJhcqKCqEP2GIpDCDq,Love,Keyshia Cole,0.688,0.519,5,1,-4.285,0.0283,0.064,0.0,0.1,0.318,116.714,255333
1536,Hip Pop,4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,0.95,0.891,2,1,-2.653,0.241,0.0645,1.77e-05,0.309,0.912,133.01,170977
1537,Hip Pop,7uKcScNXuO3MWw6LowBjW1,"One, Two Step (feat. Missy Elliott)",Ciara,0.944,0.511,5,0,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046,203787
1538,Hip Pop,4MRT0dDbhqFKl67WzhUbSw,Only,Nicki Minaj,0.573,0.495,8,0,-7.245,0.592,0.405,0.0,0.0969,0.255,179.196,312027
1539,Hip Pop,69ZzhvHnSSnzMO8SMYEJWb,Mother,Meghan Trainor,0.751,0.661,9,1,-6.131,0.0871,0.124,0.0,0.456,0.761,120.052,147481
1540,Indie Dream Pop,378c4bnvmnfAoMTSIOveDX,Satisfied - Edit,Catching Flies,0.744,0.593,4,0,-8.765,0.107,0.0482,0.3,0.264,0.12,122.05,223337
1541,Indie Dream Pop,2k5SEAK05D29ZkqbnFgIVL,Satisfied (Ambient Reprise),Catching Flies,0.386,0.304,4,0,-12.215,0.0531,0.892,0.749,0.102,0.057,122.001,195959
1542,Indie Dream Pop,6yGNvSOyCZvNOCtHs3hfrH,GLY,Catching Flies,0.669,0.563,5,0,-10.437,0.0357,0.25,0.917,0.142,0.394,119.974,220623
1543,Indie Dream Pop,3EA4HwrlLdDJ3b4cX7JfqC,I Wanna Go,Summer Heart,0.611,0.742,7,1,-7.402,0.0445,0.00768,0.831,0.232,0.343,103.039,247572
1544,Indie Dream Pop,7ifEnnG9zjlrznUdyqIvlF,Fast Talk,Houses,0.593,0.478,9,1,-7.73,0.0355,0.559,0.109,0.195,0.365,139.91,259950
1545,Indie Dream Pop,77nGkjmKU27LjPEF0eLUdT,Daymarks,Catching Flies,0.579,0.682,8,0,-9.897,0.0527,0.266,0.734,0.111,0.137,96.978,225187
1546,Indie Dream Pop,5Y6KVqFrsZDIkKBC6K7QQ4,Down for You,Cosmo's Midnight,0.759,0.55,2,1,-8.018,0.056,0.269,2.3e-06,0.121,0.626,97.009,193720
1547,Indie Dream Pop,3VbrfHyBiVjJxBSCMnjDhG,Komorebi,Catching Flies,0.568,0.489,7,0,-11.22,0.0353,0.716,0.743,0.106,0.0387,92.992,230342
1548,Indie Dream Pop,4hG6H7xPvEleJD9QUEqaAS,Can't Do Without (My Baby),Cosmo's Midnight,0.654,0.94,9,1,-6.024,0.0633,0.163,0.0766,0.324,0.787,118.001,202254
1549,Indie Dream Pop,1mdD6SaKwhgAoTsIRLrWdT,Saola (ODESZA Remix),Beat Connection,0.668,0.854,8,1,-6.388,0.0326,0.0039,0.00611,0.114,0.566,120.006,240000
1550,Indie Emo,6VS4OTcpylKl984tzFYC11,Strangers,Roosevelt,0.657,0.879,0,0,-4.91,0.0741,0.0688,0.776,0.0799,0.901,106.016,220726
1551,Indie Emo,5maosvba9QkQP14u6vtxog,Montreal,Roosevelt,0.669,0.642,5,1,-9.004,0.0515,0.00221,0.834,0.203,0.838,115.973,236336
1552,Indie Emo,3Jl6WHQ5cXbSM1yZXay6XN,Moving On,Roosevelt,0.582,0.913,6,1,-6.517,0.0387,0.0288,0.67,0.331,0.715,105.009,283007
1553,Indie Emo,09RYDCoPd0hiw5RS1gEK8i,See You Again,Roosevelt,0.613,0.868,5,0,-5.016,0.0466,0.057,0.000702,0.18,0.571,121.972,262798
1554,Indie Emo,7fxiVqfRHxo6L3Ijmm4FfH,Fever,Roosevelt,0.589,0.778,0,1,-6.317,0.0285,0.03,0.00501,0.0833,0.637,113.965,264031
1555,Indie Emo,6QiyjquMOWZqaveqmbhmZE,Sign,Roosevelt,0.617,0.866,11,1,-6.036,0.05,0.0865,0.559,0.105,0.278,119.032,258651
1556,Indie Emo,0Ebtln9Wi2ZJC4qr0A4DQ4,Everywhere,Roosevelt,0.614,0.832,8,1,-3.824,0.0301,0.000491,0.114,0.0781,0.311,127.0,200352
1557,Indie Emo,3GjCFpPQuN2pbQYPUymLTi,Night Moves,Roosevelt,0.711,0.753,9,0,-6.538,0.0342,0.0421,0.239,0.0834,0.55,124.019,296565
1558,Indie Emo,7jtdG988aYR7IkFObSWfJe,Passion (feat. Nile Rodgers),Roosevelt,0.714,0.947,2,0,-4.539,0.041,0.016,0.000887,0.177,0.89,114.507,221135
1559,Indie Emo,0LyCSWeijWECQa0rbB35V2,Feels Right,Roosevelt,0.587,0.949,5,0,-4.182,0.122,0.00939,0.00268,0.413,0.942,106.209,274716
1560,Indie Emo Rock,0m9PF12wFPWlF65rREs76V,1982,The Crash Engine,0.68,0.252,8,1,-11.306,0.0294,0.856,4.47e-05,0.115,0.0675,119.087,265907
1561,Indie Emo Rock,4hCDWDiT6QtpdyJyuI7f0c,Freedom Killers,Flux Capacitor,0.33,0.882,4,1,-3.395,0.0767,0.547,3.82e-05,0.175,0.375,119.424,289111
1562,Indie Emo Rock,5pDFJnnbjQUVXYGnzbfOPJ,This Is What I Get,Waterpistol,0.261,0.794,2,1,-8.921,0.0565,5.64e-05,2.4e-05,0.0836,0.22,151.035,306440
1563,Indie Emo Rock,37yj5ZAAH3sKCyyxRD47eU,Unite,Flux Capacitor,0.443,0.913,9,1,-3.124,0.0801,0.127,0.811,0.0996,0.836,123.076,490373
1564,Indie Emo Rock,2CfFhbQiXjRcRFXGROzRdx,Wake Yourself,Flux Capacitor,0.523,0.536,7,1,-6.923,0.0313,0.0232,6.29e-06,0.0823,0.528,131.229,219827
1565,Indie Emo Rock,2vr5MYADL3HoFUu2P2bq2s,Some Causes,The John Doe Band,0.314,0.885,6,1,-9.005,0.0462,2.74e-05,0.436,0.131,0.312,107.936,188400
1566,Indie Emo Rock,56Gnj3ZDh1KOrnxIpWsAGu,Distance,Ed Matus' Struggle,0.297,0.919,2,1,-4.449,0.0631,0.000227,0.0754,0.308,0.238,108.293,246200
1567,Indie Emo Rock,2DKOa9ZQ4TZRKytdiiS853,Helpin' You Out,Flux Capacitor,0.359,0.644,1,0,-5.724,0.0517,0.166,4.61e-06,0.0766,0.418,107.408,240330
1568,Indie Emo Rock,4nDZK2FAbOvAwXrVXPfzxf,Supergirl,The John Doe Band,0.475,0.852,4,1,-6.858,0.042,0.00896,8.61e-05,0.0965,0.477,99.741,220467
1569,Indie Emo Rock,6sdMSj7QQturKVCjO2HY0L,Kings Do Not Have Watches,Only Airplanes Count,0.272,0.844,2,1,-5.836,0.0738,0.00188,0.00297,0.0956,0.289,78.91,299707
1570,Indie Folk,0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,0.545,0.366,2,1,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997,208212
1571,Indie Folk,0V5cvmTKsYmF5FmGGEAfmS,Je te laisserai des mots,Patrick Watson,0.303,0.187,2,1,-16.757,0.0356,0.989,0.489,0.101,0.213,132.731,160853
1572,Indie Folk,1HMQmOWrkieKYWlFsjUP3D,Bloom - Bonus Track,The Paper Kites,0.591,0.416,1,1,-9.794,0.0246,0.882,0.000641,0.112,0.415,96.003,210080
1573,Indie Folk,4k7x3QKrc3h3U0Viqk0uop,Rosyln,Bon Iver,0.329,0.277,10,0,-13.111,0.0302,0.971,0.024,0.0971,0.121,159.719,289560
1574,Indie Folk,6INztpNwOTlfSKTuPo0HOP,The Alcott (feat. Taylor Swift),The National,0.368,0.463,0,1,-10.595,0.0302,0.811,0.0017,0.109,0.447,156.008,267773
1575,Indie Folk,6uHvbKL0Yi37AuvNRmUfMw,Paint,The Paper Kites,0.364,0.308,4,1,-13.052,0.0402,0.895,0.0023,0.123,0.387,73.328,191773
1576,Indie Folk,2R3I5DiDf8bLz2QjrPmUpk,Vagabond,Caamp,0.571,0.399,4,1,-11.92,0.0364,0.766,0.0146,0.0926,0.612,141.932,129464
1577,Indie Folk,3B3eOgLJSqPEA0RfboIQVM,Skinny Love,Bon Iver,0.592,0.263,4,0,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366,238520
1578,Indie Folk,7qH9Z4dJEN0l9bidizW7fq,Anchor,Novo Amor,0.457,0.407,9,1,-11.475,0.0308,0.805,0.884,0.126,0.126,117.053,257533
1579,Indie Folk,75nZ4W6quZhI55LKiqCXWh,By and By,Caamp,0.584,0.474,9,1,-7.981,0.0258,0.796,2.69e-06,0.115,0.332,101.457,280795
1580,Indie Fuzzpop,50ZSluAQOsP2EdP0pfJiZI,Brand New Kind Of Blue,Gold Motel,0.567,0.767,1,1,-5.462,0.0342,9.34e-05,0.000169,0.349,0.757,157.497,184187
1581,Indie Fuzzpop,6GSXSqa6S3evdme8HqLa1s,Meet Me in the Garden,Dent May,0.736,0.628,10,1,-6.45,0.0373,0.182,0.0,0.263,0.933,118.634,201560
1582,Indie Fuzzpop,3jh1zRkY9JhFkXZhSkxX45,Temple,Thao,0.674,0.645,2,1,-7.529,0.0345,0.0375,0.124,0.37,0.44,115.99,250570
1583,Indie Fuzzpop,0GYqX2Xo4lLwgegpAXd7rv,The Evening,Thao,0.766,0.679,2,1,-6.234,0.0492,0.0575,0.000792,0.246,0.728,110.159,204641
1584,Indie Fuzzpop,6uAssGvzq8jO911jANMyh3,Meticulous Bird,Thao,0.798,0.811,9,1,-6.662,0.0629,0.0297,0.00189,0.137,0.695,117.753,202364
1585,Indie Fuzzpop,2jtyOmXkqiGzX3nFFHa94l,Phenom,Thao,0.735,0.434,6,0,-8.042,0.145,0.302,0.000442,0.184,0.255,90.021,159912
1586,Indie Fuzzpop,12Yo5zWKO2BUQ85z3YcboP,We the Common (For Valerie Bolden),Thao,0.665,0.562,6,1,-6.974,0.0482,0.319,0.000248,0.0716,0.601,90.053,217347
1587,Indie Fuzzpop,3FYlL8mNX4aFVtklDs01gH,Bag of Hammers,Thao,0.696,0.538,2,1,-7.884,0.0387,0.502,0.0,0.107,0.678,99.374,169467
1588,Indie Fuzzpop,5norS5s3194AxOdIHn1Tyb,Eastover Wives,Dent May,0.537,0.763,4,1,-6.19,0.0292,0.396,3.48e-06,0.136,0.522,107.994,297000
1589,Indie Fuzzpop,3j4kcoBVfe6rGY2517OJ9f,Nobody Dies,Thao,0.64,0.73,1,1,-5.888,0.0343,0.0224,0.0171,0.102,0.775,88.601,228114
1590,Indie Pop,2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,0.516,0.322,9,1,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005,182888
1591,Indie Pop,5odlY52u43F5BjByhxg7wg,golden hour,JVKE,0.515,0.593,4,1,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,209260
1592,Indie Pop,2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,Labrinth,0.436,0.409,5,1,-4.438,0.0533,0.499,0.000166,0.38,0.363,98.357,160166
1593,Indie Pop,7H0ya83CMmgFcOhw0UB6ow,Space Song,Beach House,0.508,0.792,0,0,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067,320467
1594,Indie Pop,4yNk9iz9WVJikRFle3XEvn,golden hour,JVKE,0.515,0.593,4,1,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,209260
1595,Indie Pop,01TyFEZu6mHbffsVfxgrFn,Show Me How,Men I Trust,0.791,0.267,5,1,-11.997,0.0415,0.674,0.534,0.102,0.544,165.99,215111
1596,Indie Pop,2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,0.611,0.797,6,0,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107
1597,Indie Pop,0j3mqDTK4Z6lvrLzFCUUz6,Good Looking,Suki Waterhouse,0.364,0.554,4,1,-9.076,0.0301,0.077,0.000297,0.125,0.257,150.079,214800
1598,Indie Pop,3iBgrkexCzVuPy4O9vx7Mf,Glue Song,beabadoobee,0.62,0.409,1,1,-10.146,0.0282,0.77,0.0542,0.105,0.582,113.946,135067
1599,Indie Pop,6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,girl in red,0.566,0.366,7,1,-12.808,0.028,0.113,0.181,0.155,0.237,129.96,184154
1600,Indie Pop Rock,7JvJgOihD7NlCslxjqE4Cb,Sha La La La La,Heavy Young Heathens,0.461,0.987,7,1,-2.55,0.122,0.107,3.25e-06,0.0837,0.351,121.916,218053
1601,Indie Pop Rock,697wz0EKI4UAKtTyUCsncR,Shake 'Em Loose Tonight,Rumspringa,0.563,0.62,3,0,-10.265,0.0291,0.137,3.31e-05,0.0885,0.638,83.629,215947
